Y_IDX
11618
62146
42102
11618
62146
11618
34885
42102
11618
62146
11618
42102
33272
25308
50265
11618
2344
14707
42102
57943
18100
16860
2344
14707
17132
57943
18100
16860
2344
14707
17132
60938
2344
57943
18100
16860
2344
59984
14707
31789
57943
57508
1712
18100
16860
14707
2344
57943
60162
18100
44721
57508
31789
1712
59984
57943
60162
57943
57508
1712
8435
53055
40389
57508
1712
50290
8435
53055
40389
57508
1712
43114
37655
8435
53055
40389
57508
50290
33519
8435
53055
8435
8435
6125
7054
53055
34591
50861
58616
6125
17742
8435
5984
51971
6125
7054
15148
6125
49924
7054
19504
62062
6125
7054
50731
49924
53113
5984
15097
19504
62062
18183
6125
53113
28802
7054
49924
18183
3094
19504
6616
49924
53113
6616
25942
25942
49924
53113
50731
19504
16707
28802
53113
15097
26857
3094
49924
49924
53113
12956
25942
15826
59289
1960
12956
15826
13164
12956
13164
12956
125
13164
12956
15826
26798
15826
12956
125
11965
62798
62276
11965
56194
11965
19661
56194
11965
62798
11965
60635
56194
18070
60635
11965
60635
62798
51613
19661
43515
60635
46980
11618
46980
33272
11965
60635
50265
62798
60635
11618
33272
46980
60635
18070
44233
46059
60635
58786
50831
39197
54210
58786
50831
2344
14707
57943
18100
47228
32268
5628
47228
37132
58786
47228
50831
16860
57943
5628
58786
54075
2344
57943
18100
19506
58786
2344
50831
14707
58786
47228
50831
32268
1625
57508
1712
5628
58786
50831
19506
8435
53055
47228
32268
45457
31789
47228
24838
57943
32268
34443
17301
28876
48919
2344
57508
5803
14681
47228
57508
59578
8435
11716
1712
53055
48919
5803
47228
32268
6125
7054
6715
40971
31898
6715
48919
6715
5803
54510
31898
48919
52936
33870
6125
49924
7054
59578
19504
6715
16945
53113
48919
15097
41989
165
1697
5803
49924
53113
29549
5803
6715
41989
49924
53113
62654
48919
19504
15097
6715
40971
16945
25511
40632
57508
32157
6715
31180
8222
50242
29719
6715
40632
40971
32157
6725
12956
15826
31180
62171
8222
27735
51723
26787
31180
32157
62171
27735
12956
40632
31180
18410
40632
31180
32157
27735
12956
40632
15826
8222
31180
32157
8222
53377
18410
59638
40632
32157
6725
31180
8222
11965
62798
11618
11618
11607
34885
57082
11618
59165
50876
36629
33272
62146
64283
45946
11607
59165
40448
34885
56194
57082
11618
50876
64673
57482
33272
62146
11965
18025
21270
45946
11607
62798
25751
59165
34885
60635
57082
36629
48258
11618
18070
50876
64673
27522
33272
62146
18025
54259
60635
11607
11618
59165
64673
34885
33272
48258
54259
57082
57482
45946
59165
50876
64673
36998
62146
54259
60635
11607
11618
59165
18070
64673
60348
34885
36629
33272
1637
18025
57082
18936
11618
50876
64673
33272
62146
45946
11607
34885
57082
11618
50876
33272
62146
11607
11618
34885
33272
57082
45946
50876
62146
11607
11618
34885
33272
57082
11618
50876
33272
62146
45946
11607
11618
34885
57082
11618
50876
33272
62146
11607
11618
34885
33272
57082
45946
50876
62146
11607
11618
34885
7259
33272
57082
50553
36404
10696
50525
11618
59165
50876
64673
60348
36629
33272
46274
62146
18025
1637
45946
11607
34885
7259
57082
50553
11618
50876
33272
62146
11607
11618
34885
33272
57082
45946
50876
62146
11607
11618
57943
34885
33272
49849
57082
11618
2344
50876
13983
33272
39639
62146
32609
45946
38760
62742
48005
39639
60938
2344
34488
16860
24838
57943
57224
59984
26268
61041
34885
41437
41539
21698
38760
48005
14707
39639
60938
2344
34488
18100
18100
16860
24838
57224
57082
59984
26268
61041
41437
41539
21698
38760
48005
14707
39639
17132
60938
11618
2344
2344
34488
50876
16860
24838
57943
57224
59984
26268
61041
41437
41539
21698
38760
48005
14707
14707
33272
62146
39639
60938
60938
2344
34488
16860
24838
24838
57943
57224
13983
59984
560
26268
61041
61041
41437
11607
62742
38760
38760
48005
14707
39639
60938
11618
60938
2344
34488
16860
24838
24838
57943
57366
57224
59984
61041
50265
41437
41539
21698
38760
38760
48005
14707
39639
60938
60938
11618
2344
34488
16860
24838
24838
57082
57224
59984
26268
61041
21660
61041
41437
41539
31789
21698
38760
38760
48005
14707
39639
60938
60938
11618
49408
16860
24838
24838
57224
59984
26268
61041
61041
21660
41437
41539
21698
14778
38760
38760
48005
62146
39639
11618
60938
60938
2344
34488
16860
24838
24838
57224
59984
26268
61041
61041
21660
41437
41539
11607
21698
35452
62742
38760
38760
48005
14707
39639
60938
11618
60938
28123
2344
34488
16860
24838
57943
24838
57224
59984
26268
34885
46640
61041
41437
41539
21698
38760
38760
48005
14707
39639
60938
60938
11618
2344
34488
49849
16860
24838
24838
57943
57082
57224
31017
24817
26268
61041
61041
41437
41539
21698
38760
38760
48005
14707
39639
60938
11618
60938
2344
49408
16860
24838
24838
57943
57224
59984
26268
21660
61041
7259
61041
41437
41539
21698
